epoch,distance,loss,lr,neg_conf,pos_conf,val_distance,val_loss,val_neg_conf,val_pos_conf
0,69.99043273925781,0.02462766319513321,0.001,0.003502934705466032,0.025090087205171585,126.75714111328125,0.01705288141965866,0.0,0.018618397414684296
1,35.33971405029297,0.019004836678504944,0.001,0.002265052404254675,0.020037801936268806,137.39999389648438,0.02501298300921917,0.0,0.01089478936046362
2,18.22488021850586,0.016668982803821564,0.001,0.004700421821326017,0.05178459733724594,29.157142639160156,0.014608360826969147,0.0,0.032472673803567886
3,10.60287094116211,0.015120948664844036,0.001,0.003557066898792982,0.062289293855428696,37.014286041259766,0.013381943106651306,0.0,0.051588039845228195
4,8.200957298278809,0.014795389026403427,0.001,0.003772134194150567,0.07645369321107864,6.285714149475098,0.011044614017009735,0.0,0.07694393396377563
5,11.244019508361816,0.014726984314620495,0.001,0.004936585668474436,0.06689510494470596,8.057143211364746,0.012113876640796661,0.0,0.1476658582687378
6,6.038277626037598,0.013635406270623207,0.001,0.0058821821585297585,0.07489753514528275,8.328571319580078,0.010568397119641304,0.0,0.09901925176382065
7,4.660286903381348,0.012535401619970798,0.001,0.0059739891439676285,0.07709730416536331,13.971428871154785,0.011249706149101257,0.0,0.0794171690940857
8,6.019138813018799,0.013303096406161785,0.001,0.004368728492408991,0.08980799466371536,4.628571510314941,0.010888451710343361,0.0,0.12052688747644424
9,7.38755989074707,0.013870918191969395,0.001,0.004907800815999508,0.08504346758127213,4.885714054107666,0.012484063394367695,0.0,0.16647346317768097
10,6.741626739501953,0.012624198570847511,0.001,0.0035430188290774822,0.08883760124444962,5.0,0.010119135491549969,0.0,0.14058630168437958
11,5.818181991577148,0.012745422311127186,0.001,0.0036104952450841665,0.09350825846195221,5.4285712242126465,0.010134582407772541,0.0,0.1756809651851654
12,3.976076602935791,0.012148699723184109,0.001,0.005537933204323053,0.09008374810218811,4.742856979370117,0.010641839355230331,0.0,0.14899064600467682
13,4.531100273132324,0.012295620515942574,0.001,0.004909439478069544,0.09316487610340118,8.557143211364746,0.010270223021507263,0.0,0.1364351212978363
14,2.9712917804718018,0.011536827310919762,0.0005,0.006182967219501734,0.10089602321386337,9.028571128845215,0.009949362836778164,0.0,0.13854357600212097
15,3.669856548309326,0.011774018406867981,0.0005,0.004187877289950848,0.10469932109117508,4.157142639160156,0.009784377180039883,0.0,0.15849080681800842
16,3.0143539905548096,0.011475578881800175,0.0005,0.005461885593831539,0.10572807490825653,3.9571428298950195,0.009644545614719391,0.0,0.15060316026210785
17,2.885167360305786,0.011896069161593914,0.0005,0.006565420422703028,0.10201862454414368,4.414285659790039,0.009873167611658573,0.0,0.16954003274440765
18,2.7224879264831543,0.011027944274246693,0.0005,0.005076680798083544,0.09868724644184113,4.27142858505249,0.009855896234512329,0.0,0.13852636516094208
19,4.258373260498047,0.011317539028823376,0.0005,0.0065852683037519455,0.09964588284492493,4.471428394317627,0.009836693294346333,0.0,0.12478227913379669
20,5.526315689086914,0.01177858654409647,0.0005,0.005510992370545864,0.10340330004692078,4.857142925262451,0.009765654802322388,0.0,0.16390815377235413
21,3.5071771144866943,0.011562767438590527,0.0005,0.004472472704946995,0.10516966879367828,4.557142734527588,0.010319741442799568,0.0,0.1710457056760788
22,2.358851671218872,0.011623122729361057,0.00025,0.004035994876176119,0.12260141223669052,4.314285755157471,0.009704814292490482,0.0,0.1554986983537674
23,3.478468894958496,0.011421159841120243,0.00025,0.006286331452429295,0.11963577568531036,4.828571319580078,0.009902143850922585,0.0,0.17736251652240753
24,2.904306173324585,0.011070676147937775,0.00025,0.008974429219961166,0.09997587651014328,4.114285945892334,0.009626529179513454,0.0,0.13940668106079102
25,2.4210526943206787,0.011237592436373234,0.00025,0.00565093569457531,0.10574197769165039,4.5714287757873535,0.009619896300137043,0.0,0.14413882791996002
26,2.5789473056793213,0.01081274077296257,0.00025,0.006524309050291777,0.10308104008436203,4.585714340209961,0.009697425179183483,0.0,0.16889940202236176
27,2.717703342437744,0.011220376007258892,0.000125,0.005527077242732048,0.11335207521915436,4.4571428298950195,0.009886774234473705,0.0,0.16363990306854248
28,2.526315689086914,0.01089489832520485,0.000125,0.00376641983166337,0.11663144826889038,4.485714435577393,0.009813293814659119,0.0,0.16622239351272583
29,2.9138755798339844,0.011526843532919884,0.000125,0.006248824764043093,0.10703432559967041,4.4285712242126465,0.0096708033233881,0.0,0.14529290795326233
30,3.550239324569702,0.011045752093195915,0.000125,0.006179469637572765,0.1077316403388977,5.0714287757873535,0.009723509661853313,0.0,0.14927686750888824
31,1.880382776260376,0.010946131311357021,0.000125,0.006939729209989309,0.11091623455286026,4.528571605682373,0.00974461529403925,0.0,0.1745622754096985
